선명,입항횟수,입항횟수.1,외내,입출,총톤수,입항일시,출항일시,계선장소,차항지,전출항지,선박용도,number,예선,도선
KEOYOUNG BLUE 3,2022,18,외항,출항,"1,395",2022-05-05 16:00,2022-05-06 04:35,가스부두,YOKOHAMA,부산,석유제품 운반선,11,N,N
신영,2022,49,내항,출항,749,2022-05-05 17:30,2022-05-06 00:45,SK1부두 11,부산,부산,석유제품 운반선,11,Y,Y
신영,2022,49,내항,입항,749,2022-05-05 17:30,2022-05-06 00:45,SK1부두 11,부산,부산,석유제품 운반선,11,Y,Y
ALPINE AMALIA,2022,1,외항,출항,"57,237",2022-05-05 18:30,2022-05-08 14:45,SK8부두,SINGAPORE,"NAGOYA, AICHI",석유제품 운반선,11,Y,Y
스카이케미,2022,26,내항,출항,"1,772",2022-05-05 18:42,2022-05-06 14:45,SK1부두 12,여천항,여천항,석유제품 운반선,11,Y,Y
HAN GRACE,2022,5,외항,입항,"8,499",2022-05-05 21:25,2022-05-06 15:55,UTT부두,PANJIN,PANJIN,케미칼 운반선,22,N,N
KEOYOUNG BLUE 1,2022,15,외항,출항,"1,423",2022-05-05 21:30,2022-05-06 05:40,일반부두 06,여수,부산,석유제품 운반선,11,N,N
GULF ELAN,2022,1,외항,입항,"29,490",2022-05-06 01:30,2022-05-06 19:30,6부두 03,평택.당진,DONGGUAN PT,케미칼 운반선,22,N,N
GULF ELAN,2022,1,외항,출항,"29,490",2022-05-06 01:30,2022-05-06 19:30,6부두 03,평택.당진,DONGGUAN PT,케미칼 운반선,22,N,N
제1한미르호,2022,37,내항,출항,"1,941",2022-05-06 04:20,2022-05-06 14:25,SK5부두,여수,동해,석유제품 운반선,11,N,N
12삼부호,2022,43,내항,출항,299,2022-05-06 05:10,2022-05-07 13:10,SK2부두 01,포항신항,포항신항,석유제품 운반선,11,N,N
선영,2022,19,내항,출항,"1,653",2022-05-06 05:20,2022-05-06 19:00,SK1부두 11,부산,포항신항,석유제품 운반선,11,N,N
BLUE KINGDOM,2022,17,외항,출항,"1,984",2022-05-06 06:48,2022-05-09 04:30,SK1부두 11,HIMEJI,ISHINOMAKI,석유제품 운반선,11,N,N
천진호,2022,44,내항,입항,753,2022-05-06 06:50,2022-05-06 13:05,SK2부두 01,여수,부산,석유제품 운반선,11,Y,N
천진호,2022,44,내항,출항,753,2022-05-06 06:50,2022-05-06 13:05,SK2부두 01,여수,부산,석유제품 운반선,11,Y,Y
JORITA,2022,1,외항,출항,"35,832",2022-05-06 07:20,2022-05-20 16:55,6부두 04,"HOUSTON, TX",포항,산물선(벌크선),10,Y,Y
JORITA,2022,1,외항,입항,"35,832",2022-05-06 07:20,2022-05-20 16:55,염포부두 02,"HOUSTON, TX",포항,산물선(벌크선),10,Y,Y
17유성호,2022,43,내항,출항,438,2022-05-06 07:50,2022-05-06 15:40,SK2부두 02,부산,부산,석유제품 운반선,11,Y,N
신흥,2022,22,내항,출항,575,2022-05-06 08:30,2022-05-06 17:00,SK2부두 01,부산,부산,석유제품 운반선,11,Y,N
에이치와이 부산,2022,38,내항,출항,499,2022-05-06 08:55,2022-05-06 20:35,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
건설3호,2022,17,내항,출항,"5,819",2022-05-06 09:10,2022-05-09 05:30,SK5부두,인천,인천,석유제품 운반선,11,Y,Y
건설3호,2022,17,내항,입항,"5,819",2022-05-06 09:10,2022-05-09 05:30,SK5부두,인천,인천,석유제품 운반선,11,Y,Y
삼성호,2022,14,내항,출항,223,2022-05-06 09:10,2022-05-06 18:00,SK2부두 01,부산,부산,급유선,5,Y,Y
NAFSIKA,2022,1,외항,출항,"60,121",2022-05-06 09:42,2022-05-13 14:40,SK8부두,인천,YOKOSUKA,석유제품 운반선,11,Y,Y
RCC SHANGHAI,2022,4,외항,출항,"41,009",2022-05-06 12:00,2022-05-06 17:25,자동차부두 01,광양,목포,자동차운반선,20,Y,Y
RCC SHANGHAI,2022,4,외항,입항,"41,009",2022-05-06 12:00,2022-05-06 17:25,자동차부두 01,광양,목포,자동차운반선,20,Y,N
CRANE STELLA,2022,1,외항,출항,"4,902",2022-05-06 13:40,2022-05-07 21:20,SK4부두,KAOHSIUNG,부산,케미칼 운반선,22,Y,N
108대양호,2022,1,내항,출항,277,2022-05-06 13:45,2022-05-07 01:25,9부두 01,기타항,기타항,압항 예선,16,Y,N
108대양호,2022,1,내항,입항,277,2022-05-06 13:45,2022-05-07 01:25,9부두 01,기타항,기타항,압항 예선,16,Y,N
20청우호,2022,9,내항,출항,299,2022-05-06 13:50,2022-05-06 23:20,SK2부두 01,여수,여수,급유선,5,N,N
KEOYOUNG SUN 5,2022,16,외항,출항,610,2022-05-06 14:15,2022-05-07 05:35,6부두 03,HIROSHIMA,울산,석유제품 운반선,11,N,N
PACIFIC ANNA,2022,1,외항,출항,"62,462",2022-05-06 14:30,2022-05-21 23:50,SK7부두,SINGAPORE,대산,석유제품 운반선,11,Y,N
신영,2022,50,내항,출항,749,2022-05-06 17:00,2022-05-07 06:30,SK2부두 01,부산,부산,석유제품 운반선,11,Y,N
보광토파즈,2022,40,내항,출항,"1,534",2022-05-06 17:10,2022-05-07 04:30,SK5부두,부산,부산,석유제품 운반선,11,N,N
유성,2022,49,내항,출항,"1,998",2022-05-06 17:20,2022-05-16 21:10,SK2부두 01,동해,부산,석유제품 운반선,11,N,N
유진호,2022,19,내항,출항,268,2022-05-06 17:30,2022-05-06 22:25,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
HAFNIA ANDROMEDA,2022,1,외항,출항,"30,241",2022-05-06 18:12,2022-05-10 09:35,SK7부두,SINGAPORE,MAI-LIAO,석유제품 운반선,11,N,N
경성,2022,42,내항,출항,"1,994",2022-05-06 20:00,2022-05-07 04:20,SK2부두 01,마산,마산,석유제품 운반선,11,N,N
대천에이스,2022,26,내항,출항,749,2022-05-06 21:50,2022-05-07 07:50,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
GOLDEN BRIDGE HANA,2022,4,외항,입항,"2,688",2022-05-06 23:15,2022-05-07 02:25,6부두 05,NINGBO,YOKKAICHI,케미칼 운반선,22,N,N
GOLDEN BRIDGE HANA,2022,4,외항,출항,"2,688",2022-05-06 23:15,2022-05-07 02:25,6부두 05,NINGBO,YOKKAICHI,케미칼 운반선,22,N,N
STOLT COURAGE,2022,2,외항,입항,"20,058",2022-05-06 23:55,2022-05-09 21:50,6부두 04,SINGAPORE,"PANAMA, CIUDAD DE",석유제품 운반선,11,Y,N
GOLDEN GLORY,2022,10,외항,출항,"4,040",2022-05-07 00:55,2022-05-07 23:55,6부두 05,NANTONG PT,WEIFANG PT,케미칼 운반선,22,Y,N
GOLDEN GLORY,2022,10,외항,입항,"4,040",2022-05-07 00:55,2022-05-07 23:55,SK1부두 11,ZHANGJIAGANG,WEIFANG PT,케미칼 운반선,22,Y,N
재원 니케,2022,18,내항,출항,"2,701",2022-05-07 02:25,2022-05-07 22:30,9부두 01,동해,속초,일반화물선,19,Y,N
재원 니케,2022,18,내항,입항,"2,701",2022-05-07 02:25,2022-05-07 22:30,9부두 01,속초,속초,일반화물선,19,Y,N
송양1호,2022,66,내항,출항,"1,200",2022-05-07 03:50,2022-05-07 11:50,SK2부두 01,광양,마산,석유제품 운반선,11,Y,N
송양1호,2022,66,내항,입항,"1,200",2022-05-07 03:50,2022-05-07 11:50,SK2부두 01,광양,마산,석유제품 운반선,11,N,N
YN GWANGYANG,2022,9,내항,입항,"5,002",2022-05-07 05:00,2022-05-08 10:43,UTT부두,여수,여수,석유제품 운반선,11,N,N
MS GAS,2022,23,내항,입항,998,2022-05-07 07:00,2022-05-07 21:35,4부두 01,여수,여수,LPG 운반선,2,Y,Y
BELIEF GAS,2022,6,외항,출항,"3,203",2022-05-07 07:50,2022-05-07 15:25,가스부두,JIANGYIN PT,대산,LPG 운반선,2,Y,Y
BELIEF GAS,2022,6,외항,입항,"3,203",2022-05-07 07:50,2022-05-07 15:25,가스부두,OCEAN DISTRICT,대산,LPG 운반선,2,Y,Y
진양1호,2022,51,내항,입항,"1,995",2022-05-07 08:30,2022-05-08 17:40,SK2부두 01,동해,동해,석유제품 운반선,11,Y,Y
YUAN YANG HU,2022,1,외항,입항,"152,727",2022-05-07 10:00,2022-05-10 12:06,SK부이 03,SINGAPORE,MINA AL AHMADI,원유운반선,18,N,N
디엘 제이드,2022,17,내항,입항,"5,199",2022-05-07 11:00,2022-05-08 05:25,SK5부두,인천,부산,석유제품 운반선,11,N,N
디엘 제이드,2022,17,내항,출항,"5,199",2022-05-07 11:00,2022-05-08 05:25,SK5부두,인천,부산,석유제품 운반선,11,Y,N
HANYU VICTORIA,2022,5,외항,출항,"5,074",2022-05-07 12:45,2022-05-08 04:55,SK2부두 01,LANSHAN PT,JIANGMEN PT,석유제품 운반선,11,Y,N
HANYU VICTORIA,2022,5,외항,입항,"5,074",2022-05-07 12:45,2022-05-08 04:55,SK2부두 01,JIANGMEN PT,JIANGMEN PT,석유제품 운반선,11,Y,Y
STO AZALEA,2022,7,외항,입항,"5,546",2022-05-07 13:15,2022-05-08 02:50,3부두 02,부산,평택.당진,석유제품 운반선,11,Y,Y
STO AZALEA,2022,7,외항,출항,"5,546",2022-05-07 13:15,2022-05-08 02:50,3부두 02,부산,평택.당진,석유제품 운반선,11,N,N
SUN GAS,2022,13,내항,출항,"3,185",2022-05-07 14:10,2022-05-09 15:30,4부두 02,대산,대산,LPG 운반선,2,N,N
DOLPHIN WIND,2022,17,내항,입항,293,2022-05-07 20:05,2022-05-09 00:05,일반부두 03,기타항,울산,기타 예선,6,N,N
DOLPHIN WIND,2022,17,내항,출항,293,2022-05-07 20:05,2022-05-09 00:05,일반부두 03,기타항,울산,기타 예선,6,N,N
세창비너스,2022,23,내항,출항,"1,668",2022-05-07 20:20,2022-05-08 10:40,SK5부두,여천항,여천항,석유제품 운반선,11,N,N
KEUN YANG,2022,3,내항,출항,"5,996",2022-05-07 23:50,2022-05-08 10:00,2부두 03,인천,동해,시멘트운반선,14,N,N
KEUN YANG,2022,3,내항,입항,"5,996",2022-05-07 23:50,2022-05-08 10:00,2부두 03,인천,동해,시멘트운반선,14,Y,Y
동명호,2022,41,내항,출항,997,2022-05-08 00:20,2022-05-08 13:30,SK2부두 01,부산,광양,석유제품 운반선,11,Y,Y
스카이케미,2022,27,내항,출항,"1,772",2022-05-08 00:30,2022-05-08 21:10,SK1부두 12,포항신항,여천항,석유제품 운반선,11,N,N
NEW STELLA,2022,7,외항,입항,"4,060",2022-05-08 02:00,2022-05-10 21:35,8부두 01,여수,DALIAN PT,케미칼 운반선,22,N,N
NEW STELLA,2022,7,내항,출항,"4,060",2022-05-08 02:00,2022-05-10 21:35,SK4부두,여수,DALIAN PT,케미칼 운반선,22,N,N
PAZIFIK,2022,3,외항,출항,"35,853",2022-05-08 03:06,2022-05-11 06:15,2부두 02,LUWUK,TAICHUNG,LPG 운반선,2,N,N
삼진2호,2022,41,내항,입항,801,2022-05-08 03:20,2022-05-10 10:00,SK2부두 02,광양,부산,기타 유조선,7,Y,N
삼진2호,2022,41,내항,출항,801,2022-05-08 03:20,2022-05-10 10:00,SK2부두 01,광양,부산,기타 유조선,7,Y,N
STO VIOLET,2022,16,외항,입항,497,2022-05-08 03:20,2022-05-10 13:30,일반부두 07,SAKAIDE,SAKAIDE,케미칼 운반선,22,N,N
금창골드호,2022,25,내항,출항,337,2022-05-08 03:50,2022-05-08 11:15,SK2부두 01,기타항,기타항,석유제품 운반선,11,N,N
DONG-A METIS,2022,2,외항,출항,"60,396",2022-05-08 05:40,2022-05-08 17:10,자동차부두 03,군산,광양,자동차운반선,20,Y,N
DONG-A METIS,2022,2,외항,입항,"60,396",2022-05-08 05:40,2022-05-08 17:10,6부두 02,SINGAPORE,광양,자동차운반선,20,Y,N
동방1호,2022,33,내항,출항,388,2022-05-08 07:30,2022-05-08 19:30,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
WOOLIM 5,2022,12,외항,입항,"8,072",2022-05-08 07:50,2022-05-12 08:55,6부두 04,NINGBO,NINGBO,석유제품 운반선,11,N,N
GALAXY SAMBU,2022,12,외항,출항,"2,101",2022-05-08 08:00,2022-05-08 22:10,UTT부두,기타항,TIANJIN,케미칼 운반선,22,Y,Y
KAROLINE N,2022,1,외항,입항,"42,897",2022-05-08 08:40,2022-05-11 15:54,SK6부두,"HOUSTON, TX",BALBOA,LPG 운반선,2,Y,Y
오성호,2022,22,내항,출항,999,2022-05-08 08:50,2022-05-08 18:00,SK5부두,광양,기타항,석유제품 운반선,11,Y,N
WOO CHOON,2022,17,내항,출항,"3,969",2022-05-08 09:00,2022-05-09 13:20,UTT부두,여수,여수,석유제품 운반선,11,Y,N
금창호,2022,45,내항,입항,999,2022-05-08 09:40,2022-05-08 14:30,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
금창호,2022,45,내항,출항,999,2022-05-08 09:40,2022-05-08 14:30,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
천진호,2022,45,내항,출항,753,2022-05-08 11:00,2022-05-09 00:00,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
디엘 루비,2022,19,내항,출항,"6,716",2022-05-08 11:10,2022-05-10 03:40,SK5부두,인천,인천,석유제품 운반선,11,N,N
SUN VENUS,2022,18,외항,입항,"4,543",2022-05-08 11:20,2022-05-09 14:54,가스부두,MIZUSHIMA,MIZUSHIMA,석유제품 운반선,11,N,N
103동성호,2022,38,내항,출항,498,2022-05-08 12:00,2022-05-08 17:00,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
TAEKYUNG LUNA,2022,17,내항,입항,"2,253",2022-05-08 13:00,2022-05-09 04:15,3부두 02,여수,여수,케미칼 운반선,22,Y,Y
TAEKYUNG LUNA,2022,17,내항,출항,"2,253",2022-05-08 13:00,2022-05-09 04:15,3부두 02,여수,여수,케미칼 운반선,22,Y,Y
정은,2022,38,내항,출항,507,2022-05-08 14:10,2022-05-10 02:15,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
SUNRISE SAMBU,2022,14,외항,입항,"2,403",2022-05-08 16:25,2022-05-09 17:55,3부두 01,대산,MAI-LIAO,케미칼 운반선,22,Y,Y
THEBEN,2022,1,외항,출항,"75,283",2022-05-08 16:40,2022-05-10 11:00,자동차부두 02,마산,FREMANTLE,자동차운반선,20,Y,N
THEBEN,2022,1,외항,입항,"75,283",2022-05-08 16:40,2022-05-10 11:00,자동차부두 01,마산,FREMANTLE,자동차운반선,20,Y,N
일청경,2022,6,내항,입항,550,2022-05-08 17:45,2022-05-08 20:00,자동차부두 01,부산,여천항,기타 유조선,7,Y,Y
일청경,2022,6,내항,출항,550,2022-05-08 17:45,2022-05-08 20:00,자동차부두 01,부산,여천항,기타 유조선,7,Y,Y
SHOSHUN,2022,1,외항,입항,"5,523",2022-05-08 18:50,2022-05-11 09:30,4부두 01,여수,"KASHIMA, IBARAKI",케미칼 운반선,22,Y,Y
ATLANTIC MUSE,2022,1,외항,출항,"29,767",2022-05-08 19:06,2022-05-14 15:40,SK7부두,SUBIC BAY,LONGBEACH,석유제품 운반선,11,Y,Y
보광티아라,2022,39,내항,출항,823,2022-05-08 21:50,2022-05-13 06:35,SK2부두 02,부산,여천항,석유제품 운반선,11,N,N
HANYU EMPIRE,2022,7,외항,출항,"4,387",2022-05-08 22:15,2022-05-12 02:30,SK2부두 01,JIANGMEN PT,XIUYU,석유제품 운반선,11,Y,N
에이치와이 부산,2022,39,내항,입항,499,2022-05-09 01:15,2022-05-09 05:40,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
에이치와이 부산,2022,39,내항,출항,499,2022-05-09 01:15,2022-05-09 05:40,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
12삼부호,2022,44,내항,출항,299,2022-05-09 03:30,2022-05-10 02:05,SK2부두 01,포항신항,포항신항,석유제품 운반선,11,Y,N
BARON CHEMIST,2022,13,내항,출항,"2,210",2022-05-09 03:30,2022-05-10 04:20,UTT부두,여수,대산,케미칼 운반선,22,Y,Y
건양호,2022,45,내항,출항,532,2022-05-09 03:45,2022-05-10 01:30,SK2부두 01,부산,포항신항,석유제품 운반선,11,Y,N
SUN DAHLIA,2022,14,외항,입항,"3,595",2022-05-09 04:50,2022-05-09 20:25,가스부두,YOKOHAMA,TOMAKOMAI,석유제품 운반선,11,Y,N
SUN DAHLIA,2022,14,외항,출항,"3,595",2022-05-09 04:50,2022-05-09 20:25,가스부두,YOKOHAMA,TOMAKOMAI,석유제품 운반선,11,N,N
송양1호,2022,67,내항,출항,"1,200",2022-05-09 05:15,2022-05-11 02:30,SK2부두 01,진해,광양,석유제품 운반선,11,N,N
V GLOBAL,2022,1,외항,입항,"2,033",2022-05-09 07:35,2022-05-09 16:25,8부두 01,VLADIVOSTOK,VLADIVOSTOK,일반화물선,19,Y,N
V GLOBAL,2022,1,외항,출항,"2,033",2022-05-09 07:35,2022-05-09 16:25,8부두 01,VLADIVOSTOK,VLADIVOSTOK,일반화물선,19,Y,Y
309CHOYANG,2022,3,내항,입항,286,2022-05-09 07:45,2022-05-09 19:00,일반부두 06,부산,마산,견인용예선,3,N,N
NO.7 SJ GAS,2022,4,내항,입항,"2,691",2022-05-09 07:50,2022-05-12 18:00,3부두 02,TAIXING,부산,LPG 운반선,2,N,N
NO.7 SJ GAS,2022,4,외항,출항,"2,691",2022-05-09 07:50,2022-05-12 18:00,일반부두 08,SAKAI,부산,LPG 운반선,2,N,N
17유성호,2022,44,내항,출항,438,2022-05-09 08:00,2022-05-09 12:00,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
17유성호,2022,44,내항,입항,438,2022-05-09 08:00,2022-05-09 12:00,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
부광1호,2022,45,내항,출항,995,2022-05-09 08:20,2022-05-09 18:45,SK2부두 01,광양,부산,석유제품 운반선,11,Y,Y
HANYU DREAM,2022,21,내항,출항,"2,114",2022-05-09 08:45,2022-05-10 00:55,SK2부두 01,부산,인천,석유제품 운반선,11,N,N
SPAR RIGEL,2022,1,외항,입항,"32,837",2022-05-09 10:05,2022-05-18 18:45,6부두 05,OCEAN DISTRICT,CORINTO,일반화물선,19,N,N
SPAR RIGEL,2022,1,외항,출항,"32,837",2022-05-09 10:05,2022-05-18 18:45,6부두 05,인천,CORINTO,일반화물선,19,N,N
삼원썬,2022,35,내항,출항,999,2022-05-09 10:20,2022-05-10 04:30,SK2부두 01,제주,대산,석유제품 운반선,11,N,N
보광비너스,2022,33,내항,출항,996,2022-05-09 11:45,2022-05-11 01:35,SK1부두 11,여수,여천항,석유제품 운반선,11,Y,Y
GALAXY SAMBU,2022,13,외항,입항,"2,101",2022-05-09 12:10,2022-05-10 13:00,9부두 01,MIZUSHIMA,기타항,케미칼 운반선,22,Y,Y
BBC AUSTRIA,2022,1,외항,출항,"6,967",2022-05-09 13:10,2022-05-12 06:00,7부두 01,LAEM CHABANG,TIANJIN PT,일반화물선,19,Y,Y
BBC AUSTRIA,2022,1,외항,입항,"6,967",2022-05-09 13:10,2022-05-12 06:00,7부두 01,포항,TIANJIN PT,일반화물선,19,Y,Y
GOLDEN WAVE,2022,2,외항,입항,"7,250",2022-05-09 13:35,2022-05-13 04:50,SK3부두,BOTANY BAY,여수,케미칼 운반선,22,Y,Y
금창호,2022,46,내항,출항,999,2022-05-09 15:00,2022-05-10 03:15,SK1부두 11,여수,부산,석유제품 운반선,11,Y,Y
송순호,2022,37,내항,출항,498,2022-05-09 15:10,2022-05-09 21:20,SK2부두 01,광양,부산,석유제품 운반선,11,Y,Y
송순호,2022,37,내항,입항,498,2022-05-09 15:10,2022-05-09 21:20,SK2부두 01,광양,부산,석유제품 운반선,11,Y,Y
MARAN HERMIONE,2022,1,외항,입항,"83,055",2022-05-09 15:20,2022-05-11 19:10,SK8부두,SINGAPORE,CAP LOPEZ,원유운반선,18,Y,Y
MARAN HERMIONE,2022,1,외항,출항,"83,055",2022-05-09 15:20,2022-05-11 19:10,SK8부두,SINGAPORE,CAP LOPEZ,원유운반선,18,Y,Y
GRAND PACE,2022,2,외항,출항,"50,309",2022-05-09 17:05,2022-05-13 11:00,자동차부두 03,목포,평택.당진,자동차운반선,20,Y,Y
GRAND PACE,2022,2,외항,입항,"50,309",2022-05-09 17:05,2022-05-13 11:00,자동차부두 01,목포,평택.당진,자동차운반선,20,Y,Y
SUNG JIN,2022,3,외항,출항,"1,380",2022-05-09 17:40,2022-05-10 22:45,일반부두 07,KINUURA,"YAWATA, FUKUOKA",일반화물선,19,Y,Y
SUNG JIN,2022,3,외항,입항,"1,380",2022-05-09 17:40,2022-05-10 22:45,일반부두 07,KINUURA,"YAWATA, FUKUOKA",일반화물선,19,Y,Y
한동20호,2022,42,내항,출항,"1,502",2022-05-09 19:20,2022-05-10 12:55,SK2부두 01,제주,부산,석유제품 운반선,11,Y,N
WOO CHAN,2022,17,내항,입항,"8,539",2022-05-09 19:20,2022-05-15 02:05,4부두 02,대산,대산,케미칼 운반선,22,Y,N
유진호,2022,20,내항,출항,268,2022-05-09 20:40,2022-05-10 05:30,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
지르콘,2022,29,내항,출항,337,2022-05-09 22:30,2022-05-10 18:30,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
103동성호,2022,39,내항,출항,498,2022-05-09 23:35,2022-05-10 18:45,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
신영,2022,52,내항,출항,749,2022-05-10 03:20,2022-05-11 02:45,SK2부두 01,부산,여수,석유제품 운반선,11,N,N
진양1호,2022,52,내항,출항,"1,995",2022-05-10 06:05,2022-05-10 18:55,SK2부두 01,동해,동해,석유제품 운반선,11,Y,N
G. WISDOM,2022,23,내항,입항,788,2022-05-10 06:35,2022-05-10 10:45,가스부두,제주,제주,LPG 운반선,2,Y,N
G. WISDOM,2022,23,내항,출항,788,2022-05-10 06:35,2022-05-10 10:45,가스부두,제주,제주,LPG 운반선,2,N,N
SPRING NOTE,2022,9,외항,출항,"2,579",2022-05-10 07:25,2022-05-11 15:55,8부두 01,MIZUSHIMA,LANSHAN PT,케미칼 운반선,22,N,N
YONG NING,2022,1,외항,출항,"30,928",2022-05-10 07:35,2022-05-14 18:15,6부두 04,SINGAPORE,BAYUQUAN,산물선(벌크선),10,Y,Y
YONG NING,2022,1,외항,입항,"30,928",2022-05-10 07:35,2022-05-14 18:15,6부두 04,SINGAPORE,BAYUQUAN,산물선(벌크선),10,Y,Y
월우호,2022,8,내항,출항,145,2022-05-10 08:00,2022-05-10 15:10,일반부두 08,부산,부산,석유제품 운반선,11,Y,N
108대양호,2022,2,내항,출항,277,2022-05-10 08:05,2022-05-10 20:45,9부두 01,기타항,기타항,압항 예선,16,Y,N
108대양호,2022,2,내항,입항,277,2022-05-10 08:05,2022-05-10 20:45,9부두 01,기타항,기타항,압항 예선,16,N,N
덕진호,2022,31,내항,입항,291,2022-05-10 08:15,2022-05-11 04:15,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
EASY DEVELOPMENT,2022,1,외항,입항,"6,550",2022-05-10 08:30,2022-05-14 00:35,3부두 01,OCEAN DISTRICT,ROXAS/PUERTO PRINCESA,일반화물선,19,Y,Y
EASY DEVELOPMENT,2022,1,외항,출항,"6,550",2022-05-10 08:30,2022-05-14 00:35,3부두 01,ZHANGJIAGANG,ROXAS/PUERTO PRINCESA,일반화물선,19,Y,Y
MORNING CALM,2022,1,외항,입항,"57,692",2022-05-10 12:10,2022-05-12 15:00,자동차부두 02,NEW WESTMINSTER,목포,자동차운반선,20,Y,Y
MORNING CALM,2022,1,외항,출항,"57,692",2022-05-10 12:10,2022-05-12 15:00,자동차부두 02,NEW WESTMINSTER,목포,자동차운반선,20,Y,Y
삼성호,2022,15,내항,출항,223,2022-05-10 12:40,2022-05-10 19:05,SK2부두 01,부산,부산,급유선,5,Y,Y
보광토파즈,2022,42,내항,출항,"1,534",2022-05-10 13:35,2022-05-12 21:00,일반부두 06,광양,여수,석유제품 운반선,11,Y,Y
BLACK PEARL,2022,6,외항,출항,"5,637",2022-05-10 13:45,2022-05-13 08:55,SK2부두 01,NINGBO PT,여수,케미칼 운반선,22,N,N
BLACK DRAGON,2022,13,외항,출항,"2,106",2022-05-10 13:55,2022-05-15 19:20,SK1부두 11,CHIBA,CHIBA,석유제품 운반선,11,N,N
XI HE,2022,1,외항,입항,"1,998",2022-05-10 13:55,2022-05-13 15:20,1부두 01,HITACHINAKA,포항,일반화물선,19,Y,Y
XI HE,2022,1,외항,출항,"1,998",2022-05-10 13:55,2022-05-13 15:20,1부두 01,FUSHIKI,포항,일반화물선,19,Y,Y
동명호,2022,42,내항,출항,997,2022-05-10 14:50,2022-05-11 05:15,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
UNDINE,2022,2,외항,출항,"67,378",2022-05-10 16:05,2022-05-10 21:05,자동차부두 03,"BRUNSWICK, GA",목포,자동차운반선,20,Y,Y
UNDINE,2022,2,외항,입항,"67,378",2022-05-10 16:05,2022-05-10 21:05,자동차부두 03,"BRUNSWICK, GA",목포,자동차운반선,20,Y,N
제1한미르호,2022,39,내항,출항,"1,941",2022-05-10 16:10,2022-05-12 18:20,SK2부두 01,동해,부산,석유제품 운반선,11,Y,N
